name,type,RD,Cache,sum_RTT,queries,total_time,cache_hits,cache_misses,num_answers
silveropt.ru,1,0,0,5.088542222976685,21,5.099893569946289,,,0
silveropt.ru,1,1,0,4.6962854862213135,21,4.705814361572266,,,0
silveropt.ru,1,0,1,1.7366390228271484,6,2.0360636711120605,6,5,0
topbarbee.com,1,0,0,0.6932377815246582,3,0.6942682266235352,,,1
topbarbee.com,1,1,0,0.8270614147186279,3,0.8281047344207764,,,1
topbarbee.com,1,0,1,0.30766725540161133,1,0.7924325466156006,2,0,1
teleskill.it,1,0,0,1.0962529182434082,6,1.0995328426361084,,,1
teleskill.it,1,1,0,0.9640913009643555,6,0.9666204452514648,,,1
teleskill.it,1,0,1,0.20429587364196777,1,1.1679346561431885,2,0,1
virtualjerusalem.com,1,0,0,0.701024055480957,3,0.7020025253295898,,,1
virtualjerusalem.com,1,1,0,0.7136623859405518,3,0.7148513793945312,,,1
virtualjerusalem.com,1,0,1,0.2046065330505371,1,0.8037028312683105,2,0,1
morban.co.uk,1,0,0,1.3068625926971436,6,1.3089680671691895,,,1
morban.co.uk,1,1,0,1.2198832035064697,6,1.223592758178711,,,1
morban.co.uk,1,0,1,0.30650997161865234,1,1.2143611907958984,2,0,1
mechachal.org,1,0,0,2.8349714279174805,21,2.8424477577209473,,,0
mechachal.org,1,1,0,3.1716530323028564,21,3.1794872283935547,,,0
mechachal.org,1,0,1,0.815861701965332,7,0.9017753601074219,6,6,0
noblewomanhood.com,1,0,0,0.5752766132354736,3,0.5764496326446533,,,1
noblewomanhood.com,1,1,0,0.6121249198913574,3,0.613243818283081,,,1
noblewomanhood.com,1,0,1,0.30724501609802246,1,0.7025222778320312,2,0,1
cosmeticaestheticsurgery.com,1,0,0,0.647376537322998,3,0.648496150970459,,,2
cosmeticaestheticsurgery.com,1,1,0,0.6115872859954834,3,0.6127114295959473,,,2
cosmeticaestheticsurgery.com,1,0,1,0.611271858215332,3,5.6182122230529785,1,2,2
note-so-easy.co.za,1,0,0,3.6560192108154297,11,3.6601932048797607,,,1
note-so-easy.co.za,1,1,0,3.4754245281219482,11,3.4789178371429443,,,1
note-so-easy.co.za,1,0,1,0.14971590042114258,1,7.202479362487793,2,0,1
ncees.org,1,0,0,0.9023358821868896,6,0.9042994976043701,,,2
ncees.org,1,1,0,0.916419506072998,6,0.9191756248474121,,,2
ncees.org,1,0,1,0.20432639122009277,1,0.7037003040313721,2,0,2
verlockeshop.de,1,0,0,1.0984127521514893,6,1.1014933586120605,,,1
verlockeshop.de,1,1,0,1.2194876670837402,6,1.2217965126037598,,,1
verlockeshop.de,1,0,1,0.20490002632141113,1,1.1127800941467285,2,0,1
e-hps.com,1,0,0,0.590538740158081,3,0.5917181968688965,,,1
e-hps.com,1,1,0,0.6361029148101807,3,0.6372735500335693,,,1
e-hps.com,1,0,1,0.20398759841918945,1,0.4738962650299072,2,0,1
drglendza.co.rs,1,0,0,8.158589363098145,42,8.178327798843384,,,0
drglendza.co.rs,1,1,0,7.966834545135498,42,7.9842774868011475,,,0
drglendza.co.rs,1,0,1,2.5403480529785156,12,2.54904842376709,10,12,0
ghimpele.ro,1,0,0,1.1897687911987305,6,1.1923751831054688,,,1
ghimpele.ro,1,1,0,1.0984256267547607,6,1.1003971099853516,,,1
ghimpele.ro,1,0,1,0.7352886199951172,4,0.8046882152557373,2,3,1
dricom-hosting.nl,1,0,0,0.5884573459625244,3,0.5899374485015869,,,1
dricom-hosting.nl,1,1,0,0.6104099750518799,3,0.612006425857544,,,1
dricom-hosting.nl,1,0,1,0.20531058311462402,1,0.5977950096130371,2,0,1
medipacademy.com,1,0,0,0.4966154098510742,3,0.4976634979248047,,,2
medipacademy.com,1,1,0,0.612492561340332,3,0.6140384674072266,,,2
medipacademy.com,1,0,1,0.20431280136108398,1,0.49724626541137695,2,0,2
e-daily.gr,1,0,0,1.0202271938323975,6,1.0230762958526611,,,3
e-daily.gr,1,1,0,0.9751505851745605,6,0.9776268005371094,,,3
e-daily.gr,1,0,1,0.3028860092163086,1,0.8825504779815674,2,0,3
hralda.info,1,0,0,2.142786979675293,16,7.15497088432312,,,0
hralda.info,1,1,0,2.2428390979766846,17,2.250068426132202,,,0
hralda.info,1,0,1,1.1240389347076416,7,1.2162601947784424,6,6,0
sendrakhizonline.com,1,0,0,0.6905200481414795,3,0.6925709247589111,,,1
sendrakhizonline.com,1,1,0,0.6093754768371582,3,0.6114614009857178,,,1
sendrakhizonline.com,1,0,1,0.6093823909759521,3,5.616716384887695,1,2,1
begleyhutton.com,1,0,0,1.7153663635253906,6,1.717414140701294,,,4
begleyhutton.com,1,1,0,1.7310121059417725,6,1.732875108718872,,,4
begleyhutton.com,1,0,1,1.0191333293914795,4,6.641194581985474,3,2,4
bmw-parts.ru,1,0,0,0.8969683647155762,3,0.8978290557861328,,,1
bmw-parts.ru,1,1,0,0.816622257232666,3,0.8176295757293701,,,1
bmw-parts.ru,1,0,1,0.20458579063415527,1,5.824438095092773,2,0,1
rterc.in,1,0,0,1.0994796752929688,6,1.1023221015930176,,,2
rterc.in,1,1,0,0.8148951530456543,6,0.8167712688446045,,,2
rterc.in,1,0,1,0.20838356018066406,1,0.3988504409790039,2,0,2
monitis.com,1,0,0,0.5550289154052734,3,0.5561342239379883,,,1
monitis.com,1,1,0,0.5056521892547607,3,0.5066583156585693,,,1
monitis.com,1,0,1,0.20923233032226562,1,0.498152494430542,2,0,1
gustissimo.it,1,0,0,0.6584324836730957,3,0.6596057415008545,,,3
gustissimo.it,1,1,0,0.5905032157897949,3,0.5921802520751953,,,3
gustissimo.it,1,0,1,0.2048661708831787,1,1.0904102325439453,2,0,3
auto-klad.ru,1,0,0,1.505373477935791,6,1.5075194835662842,,,1
auto-klad.ru,1,1,0,1.5169806480407715,6,6.524171590805054,,,1
auto-klad.ru,1,0,1,0.204024076461792,1,1.602971076965332,2,0,1
iointegrators.com,1,0,0,0.5671138763427734,3,0.5680468082427979,,,1
iointegrators.com,1,1,0,0.48817968368530273,3,0.48931193351745605,,,1
iointegrators.com,1,0,1,0.21409106254577637,1,0.486675500869751,2,0,1
saharaimport.com,1,0,0,0.8705723285675049,3,0.8715169429779053,,,1
saharaimport.com,1,1,0,0.6796174049377441,3,0.6808924674987793,,,1
saharaimport.com,1,0,1,0.17839264869689941,1,0.7106378078460693,2,0,1
itgeorgia.co,1,0,0,1.5940804481506348,6,1.596106767654419,,,1
itgeorgia.co,1,1,0,1.5089960098266602,6,1.5123677253723145,,,1
itgeorgia.co,1,0,1,0.8826601505279541,3,0.8845553398132324,1,3,1
myfantasticpark.es,1,0,0,1.2875277996063232,6,1.289334774017334,,,1
myfantasticpark.es,1,1,0,1.3060078620910645,6,1.3085970878601074,,,1
myfantasticpark.es,1,0,1,0.2039484977722168,1,1.1935837268829346,2,0,1
vinayaprabha.com,1,0,0,1.1244041919708252,6,6.131515979766846,,,3
vinayaprabha.com,1,1,0,1.2782096862792969,6,6.286620140075684,,,3
vinayaprabha.com,1,0,1,0.17888355255126953,1,0.8646013736724854,2,0,3
sitiweb.us,1,0,0,1.1798315048217773,6,1.1832859516143799,,,1
sitiweb.us,1,1,0,1.6935994625091553,9,1.699054479598999,,,1
sitiweb.us,1,0,1,0.9827125072479248,4,1.2182064056396484,2,3,1
contentremarketing.com,1,0,0,0.7840709686279297,3,0.7856590747833252,,,1
contentremarketing.com,1,1,0,0.6719973087310791,3,0.6733801364898682,,,1
contentremarketing.com,1,0,1,0.2017199993133545,1,0.8014295101165771,2,0,1
videofun.me,1,0,0,8.454254627227783,56,8.481001615524292,,,0
videofun.me,1,1,0,9.068292379379272,56,9.090880870819092,,,0
videofun.me,1,0,1,1.7994585037231445,16,1.8082263469696045,15,16,0
breezelaw.com,1,0,0,0.765833854675293,3,0.7670466899871826,,,2
breezelaw.com,1,1,0,0.5871813297271729,3,0.588320255279541,,,2
breezelaw.com,1,0,1,0.16663742065429688,1,0.5039567947387695,2,0,2
ranocchi.it,1,0,0,0.6855638027191162,3,0.6872096061706543,,,1
ranocchi.it,1,1,0,0.5820717811584473,3,0.5834834575653076,,,1
ranocchi.it,1,0,1,0.20479226112365723,1,0.875354528427124,2,0,1
22hotmail.com,1,0,0,0.39887404441833496,3,0.40004801750183105,,,5
22hotmail.com,1,1,0,0.6554605960845947,3,0.6564223766326904,,,5
22hotmail.com,1,0,1,0.20502400398254395,1,0.5814013481140137,2,0,5
ana-sofia.pt,1,0,0,1.5876312255859375,6,1.5896999835968018,,,1
ana-sofia.pt,1,1,0,1.611449956893921,6,1.6133034229278564,,,1
ana-sofia.pt,1,0,1,1.304394006729126,5,6.311745643615723,2,4,1
abhair.com,1,0,0,1.464942216873169,6,1.4674432277679443,,,1
abhair.com,1,1,0,1.333770751953125,6,1.3358368873596191,,,1
abhair.com,1,0,1,0.1907486915588379,1,1.1961445808410645,2,0,1
gardeninginflorida.com,1,0,0,0.8833467960357666,3,0.8847348690032959,,,2
gardeninginflorida.com,1,1,0,0.6924285888671875,3,0.6936287879943848,,,2
gardeninginflorida.com,1,0,1,0.20420503616333008,1,0.682147741317749,2,0,2
thepropertyvault.co.uk,1,0,0,1.3737428188323975,6,1.3763625621795654,,,2
thepropertyvault.co.uk,1,1,0,1.3058574199676514,6,1.3079843521118164,,,2
thepropertyvault.co.uk,1,0,1,0.20506525039672852,1,1.299104928970337,2,0,2
viahttps.com,1,0,0,0.8269064426422119,3,0.8279716968536377,,,1
viahttps.com,1,1,0,0.8988947868347168,3,0.8999614715576172,,,1
viahttps.com,1,0,1,0.20471978187561035,1,0.8848881721496582,2,0,1
adverman.com,1,0,0,0.6548290252685547,3,0.6559703350067139,,,1
adverman.com,1,1,0,0.5891773700714111,3,0.5902783870697021,,,1
adverman.com,1,0,1,0.30611109733581543,1,0.6821563243865967,2,0,1
majorleaguelacrosse.com,1,0,0,0.4639244079589844,3,0.46500205993652344,,,2
majorleaguelacrosse.com,1,1,0,0.4885685443878174,3,0.4896364212036133,,,2
majorleaguelacrosse.com,1,0,1,0.2049417495727539,1,0.5781545639038086,2,0,2
rubenquinones.com,1,0,0,0.6710991859436035,3,0.6721968650817871,,,2
rubenquinones.com,1,1,0,0.5898849964141846,3,0.590965747833252,,,2
rubenquinones.com,1,0,1,0.6931583881378174,3,5.701049566268921,1,2,2
kanoon-ansar.org,1,0,0,1.0935015678405762,6,1.0961172580718994,,,1
kanoon-ansar.org,1,1,0,0.9739055633544922,6,0.9763481616973877,,,1
kanoon-ansar.org,1,0,1,0.17650604248046875,1,0.7893781661987305,2,0,1
arrabonet.hu,1,0,0,0.5644550323486328,3,0.565866231918335,,,1
arrabonet.hu,1,1,0,0.4870123863220215,3,0.4880390167236328,,,1
arrabonet.hu,1,0,1,0.6801834106445312,3,0.6813182830810547,0,3,1
wordai.com,1,0,0,1.2821540832519531,6,1.2850782871246338,,,1
wordai.com,1,1,0,0.9978632926940918,6,0.9997923374176025,,,1
wordai.com,1,0,1,0.20476055145263672,1,0.9887516498565674,2,0,1
onetoshop.nl,1,0,0,0.962172269821167,6,0.9641396999359131,,,1
onetoshop.nl,1,1,0,0.9987320899963379,6,1.0007092952728271,,,1
onetoshop.nl,1,0,1,0.2047276496887207,1,0.6808063983917236,2,0,1
meditekyazilim.net,1,0,0,0.7723090648651123,3,0.7733070850372314,,,1
meditekyazilim.net,1,1,0,0.6944997310638428,3,0.6954319477081299,,,1
meditekyazilim.net,1,0,1,0.20415210723876953,1,0.8835813999176025,2,0,1
overseasmedical.com,1,0,0,0.7660441398620605,3,0.767404317855835,,,1
overseasmedical.com,1,1,0,0.6996769905090332,3,0.7009069919586182,,,1
overseasmedical.com,1,0,1,0.1728966236114502,1,0.8780531883239746,2,0,1
grandcanyongrandhotel.com,1,0,0,0.5742599964141846,3,0.5752699375152588,,,1
grandcanyongrandhotel.com,1,1,0,0.5783677101135254,3,0.5794479846954346,,,1
grandcanyongrandhotel.com,1,0,1,0.27040839195251465,1,0.880577564239502,2,0,1
sweathelp.org,1,0,0,1.35371994972229,6,1.3561995029449463,,,1
sweathelp.org,1,1,0,1.4083154201507568,6,1.4111573696136475,,,1
sweathelp.org,1,0,1,0.20367217063903809,1,1.0916130542755127,2,0,1
c0.pl,1,0,0,0.667414665222168,3,0.6687526702880859,,,1
c0.pl,1,1,0,0.4871711730957031,3,0.48897242546081543,,,1
c0.pl,1,0,1,0.34091949462890625,1,0.8162460327148438,2,0,1
koopsmodellbau.de,1,0,0,1.2422943115234375,6,1.2442536354064941,,,1
koopsmodellbau.de,1,1,0,1.1434340476989746,6,1.1452434062957764,,,1
koopsmodellbau.de,1,0,1,0.20515966415405273,1,1.0914545059204102,2,0,1
lespetiteschoses.com,1,0,0,0.5680761337280273,3,0.5690336227416992,,,1
lespetiteschoses.com,1,1,0,0.693396806716919,3,0.6943159103393555,,,1
lespetiteschoses.com,1,0,1,0.20505023002624512,1,0.47797513008117676,2,0,1
b2b2c.ca,1,0,0,1.694000244140625,6,1.6958835124969482,,,1
b2b2c.ca,1,1,0,1.8164541721343994,6,1.8183815479278564,,,1
b2b2c.ca,1,0,1,0.2020275592803955,1,1.1931450366973877,2,0,1
pilsnerurquell.com,1,0,0,1.5175564289093018,9,1.5215857028961182,,,1
pilsnerurquell.com,1,1,0,1.6107444763183594,9,1.6138362884521484,,,1
medintime.ru,1,0,0,1.284963607788086,6,1.2871549129486084,,,2
medintime.ru,1,1,0,1.106691837310791,6,1.110004186630249,,,2
medintime.ru,1,0,1,0.20612812042236328,1,0.8803532123565674,2,0,2
njafe.org,1,0,1,0.21349287033081055,1,0.6117427349090576,2,0,1
djbarryblends.com,1,0,0,0.6792018413543701,3,0.6803004741668701,,,1
djbarryblends.com,1,1,0,0.59055495262146,3,0.5917379856109619,,,1
djbarryblends.com,1,0,1,0.20418953895568848,1,0.681769847869873,2,0,1
deine-bahn.de,1,0,0,1.1887707710266113,6,1.1910500526428223,,,1
deine-bahn.de,1,1,0,1.2110650539398193,6,1.213155746459961,,,1
deine-bahn.de,1,0,1,0.20331668853759766,1,1.2886011600494385,2,0,1
hackthissite.org,1,0,0,1.0763657093048096,6,1.0786304473876953,,,5
hackthissite.org,1,1,0,0.9787180423736572,6,0.9818625450134277,,,5
hackthissite.org,1,0,1,0.20489931106567383,1,0.7988622188568115,2,0,5
gurukulonline.com,1,0,0,0.7381138801574707,3,0.7392070293426514,,,2
gurukulonline.com,1,1,0,0.5883374214172363,3,0.5898199081420898,,,2
gurukulonline.com,1,0,1,0.20260071754455566,1,0.5803639888763428,2,0,2
capequilog.com,1,0,0,1.705120325088501,6,1.707559585571289,,,1
capequilog.com,1,1,0,1.2751295566558838,6,1.2770304679870605,,,1
capequilog.com,1,0,1,0.17144370079040527,1,1.3109264373779297,2,0,1
greens.my,1,0,0,0.87428879737854,6,0.876333475112915,,,2
greens.my,1,1,0,0.897329568862915,6,0.8994832038879395,,,2
greens.my,1,0,1,0.20498299598693848,1,0.9884467124938965,2,0,2
2xfzy.com,1,0,0,0.9879202842712402,3,0.9889886379241943,,,1
2xfzy.com,1,1,0,0.7949197292327881,3,0.7958493232727051,,,1
2xfzy.com,1,0,1,0.20420336723327637,1,0.9904401302337646,2,0,1
magic-illusion.ru,1,0,0,1.2691214084625244,6,1.2713661193847656,,,2
magic-illusion.ru,1,1,0,1.2227814197540283,6,1.2247276306152344,,,2
magic-illusion.ru,1,0,1,0.20361781120300293,1,0.9683582782745361,2,0,2
solcredito.es,1,0,0,1.007309913635254,6,1.0096440315246582,,,4
solcredito.es,1,1,0,1.0671613216400146,6,1.0691921710968018,,,4
solcredito.es,1,0,1,0.2050487995147705,1,6.2123637199401855,2,0,4
go2jump.com,1,0,0,1.235990047454834,6,1.2381219863891602,,,1
go2jump.com,1,1,0,0.9983124732971191,6,1.000626564025879,,,1
go2jump.com,1,0,1,0.5901432037353516,3,5.597435235977173,2,2,1
millionfareast.com,1,0,0,0.6656343936920166,3,0.6677091121673584,,,1
millionfareast.com,1,1,0,0.5873861312866211,3,0.5884888172149658,,,1
millionfareast.com,1,0,1,0.2050950527191162,1,0.682682991027832,2,0,1
msf.be,1,0,0,1.0758590698242188,6,1.077805995941162,,,1
msf.be,1,1,0,1.2052209377288818,6,1.2072563171386719,,,1
msf.be,1,0,1,0.6812582015991211,4,0.8842685222625732,2,3,1
cellslider.net,1,0,0,0.566004753112793,3,0.5669536590576172,,,1
cellslider.net,1,1,0,0.5886914730072021,3,0.5897715091705322,,,1
cellslider.net,1,0,1,0.20475077629089355,1,0.4768986701965332,2,0,1
bhhsneproperties.com,1,0,0,0.5683162212371826,3,0.5693471431732178,,,1
bhhsneproperties.com,1,1,0,0.488757848739624,3,0.4898381233215332,,,1
bhhsneproperties.com,1,0,1,0.20440292358398438,1,0.47765088081359863,2,0,1
skplus.kr,1,0,0,4.159574508666992,16,9.172189950942993,,,0
skplus.kr,1,1,0,4.474867343902588,17,4.48240852355957,,,0
skplus.kr,1,0,1,1.9219169616699219,7,2.2158546447753906,6,6,0
empclan.com,1,0,0,0.714580774307251,3,0.7154972553253174,,,1
empclan.com,1,1,0,0.7712674140930176,3,0.7722084522247314,,,1
empclan.com,1,0,1,0.23210835456848145,1,0.8792946338653564,2,0,1
kiyimuzik.com,1,0,0,0.464702844619751,3,0.466019868850708,,,2
kiyimuzik.com,1,1,0,0.48714232444763184,3,0.4882476329803467,,,2
kiyimuzik.com,1,0,1,0.2038133144378662,1,0.5802228450775146,2,0,2
valdo.com,1,0,0,0.5726573467254639,3,0.5746588706970215,,,1
valdo.com,1,1,0,0.5891544818878174,3,0.5903060436248779,,,1
valdo.com,1,0,1,0.59145188331604,3,5.598092317581177,1,2,1
supportpabiomass.org,1,0,0,1.1810336112976074,6,1.183675765991211,,,1
supportpabiomass.org,1,1,0,1.304739236831665,6,1.3076403141021729,,,1
supportpabiomass.org,1,0,1,0.34032630920410156,1,1.3313066959381104,2,0,1
roche-applied-science.com,1,0,0,1.5509991645812988,6,1.555145502090454,,,1
roche-applied-science.com,1,1,0,1.304835557937622,6,1.3082125186920166,,,1
roche-applied-science.com,1,0,1,0.792762279510498,4,6.414631128311157,3,2,1
oneworldinfo.com,1,0,0,0.7718737125396729,3,0.7731907367706299,,,2
oneworldinfo.com,1,1,0,0.6938719749450684,3,0.695265531539917,,,2
oneworldinfo.com,1,0,1,0.20670104026794434,1,0.8890531063079834,2,0,2
7apcrshrmanila.org,1,0,0,3.3234803676605225,21,3.3329830169677734,,,0
7apcrshrmanila.org,1,1,0,3.244025468826294,21,3.2523863315582275,,,0
7apcrshrmanila.org,1,0,1,1.1267552375793457,7,1.3010637760162354,6,6,0
ilikecrochet.com,1,0,0,0.5618076324462891,3,0.5628986358642578,,,1
ilikecrochet.com,1,1,0,0.4866461753845215,3,0.48763585090637207,,,1
ilikecrochet.com,1,0,1,0.20266509056091309,1,0.5811710357666016,2,0,1
closerdiets.com,1,0,0,0.6579971313476562,3,0.6589844226837158,,,2
closerdiets.com,1,1,0,0.4950249195098877,3,0.49600911140441895,,,2
closerdiets.com,1,0,1,0.5871717929840088,3,5.5934038162231445,1,2,2
megi.cz,1,0,0,0.7706243991851807,3,0.7717010974884033,,,2
megi.cz,1,1,0,0.7979395389556885,3,0.7989275455474854,,,2
megi.cz,1,0,1,0.2045450210571289,1,0.7789313793182373,2,0,2
pces.in,1,0,0,1.0780434608459473,6,1.0801887512207031,,,1
pces.in,1,1,0,1.013045072555542,6,1.015800952911377,,,1
pces.in,1,0,1,0.20160579681396484,1,0.37583160400390625,2,0,1
originalmagicart.com,1,0,0,0.6680800914764404,3,0.6696975231170654,,,2
originalmagicart.com,1,1,0,0.588433027267456,3,0.5903117656707764,,,2
originalmagicart.com,1,0,1,0.623138427734375,3,5.6308982372283936,1,2,2
godo.co.kr,1,0,0,1.4863874912261963,6,1.488309383392334,,,1
godo.co.kr,1,1,0,1.4138293266296387,6,1.4159245491027832,,,1
godo.co.kr,1,0,1,0.17905473709106445,1,6.408966541290283,2,0,1
ugotrelis.com,1,0,0,1.1785199642181396,6,1.180659294128418,,,1
ugotrelis.com,1,1,0,1.4085369110107422,6,1.410743236541748,,,1
ugotrelis.com,1,0,1,0.8974456787109375,4,6.108529567718506,3,2,1
ok-magazine.ru,1,0,0,4.355254888534546,19,4.363317012786865,,,1
ok-magazine.ru,1,1,0,4.781827926635742,19,4.789551734924316,,,1
ok-magazine.ru,1,0,1,0.21648287773132324,1,0.6975507736206055,2,0,1
dmg-dental.com,1,0,0,1.2942781448364258,6,1.2973637580871582,,,1
dmg-dental.com,1,1,0,1.3008229732513428,6,1.3037762641906738,,,1
dmg-dental.com,1,0,1,0.5892701148986816,3,5.596933603286743,2,2,1
silkroadtours.com,1,0,0,0.6443772315979004,3,0.6470844745635986,,,1
silkroadtours.com,1,1,0,0.5834822654724121,3,0.585878849029541,,,1
silkroadtours.com,1,0,1,0.6907203197479248,3,5.698962211608887,1,2,1
rositehost.com,1,0,0,0.7758517265319824,3,0.778449535369873,,,1
rositehost.com,1,1,0,0.6755397319793701,3,0.6767332553863525,,,1
rositehost.com,1,0,1,0.20472168922424316,1,0.5805947780609131,2,0,1
livescan4all.com,1,0,0,0.5375211238861084,3,0.5387938022613525,,,1
livescan4all.com,1,1,0,0.8971035480499268,3,0.8983430862426758,,,1
livescan4all.com,1,0,1,0.17085814476013184,1,0.8865282535552979,2,0,1
oberandsons.com,1,0,0,0.5606145858764648,3,0.5622467994689941,,,1
oberandsons.com,1,1,0,0.48964476585388184,3,0.49059510231018066,,,1
oberandsons.com,1,0,1,0.8980653285980225,3,5.90449333190918,1,2,1
celerity.com,1,0,0,0.5695629119873047,3,0.5709660053253174,,,1
celerity.com,1,1,0,0.5987648963928223,3,0.5999555587768555,,,1
celerity.com,1,0,1,0.5814077854156494,3,5.588019847869873,1,2,1
miscellaneousheathen.com,1,0,0,0.7560968399047852,3,0.75801682472229,,,1
miscellaneousheathen.com,1,1,0,0.5485026836395264,3,0.5497739315032959,,,1
miscellaneousheathen.com,1,0,1,0.7967543601989746,3,5.8032801151275635,1,2,1
rolflouisville.com,1,0,0,0.8224368095397949,3,0.8240861892700195,,,1
rolflouisville.com,1,1,0,0.5294697284698486,3,0.5321447849273682,,,1
rolflouisville.com,1,0,1,0.5283684730529785,3,5.534900665283203,1,2,1
jacquelinemertz.ch,1,0,0,3.3247268199920654,16,3.3311541080474854,,,0
jacquelinemertz.ch,1,1,0,2.9392287731170654,16,2.9471917152404785,,,0
jacquelinemertz.ch,1,0,1,1.1218373775482178,6,1.1954214572906494,6,5,0
gaplex.biz,1,0,0,2.7653000354766846,19,2.773549795150757,,,0
gaplex.biz,1,1,0,2.5766656398773193,19,2.5842511653900146,,,0
gaplex.biz,1,0,1,1.4291644096374512,9,1.8061273097991943,6,8,0
stark.dk,1,0,0,1.1768722534179688,6,1.1793115139007568,,,1
stark.dk,1,1,0,1.0394184589385986,6,1.0423502922058105,,,1
stark.dk,1,0,1,0.20130085945129395,1,1.0459399223327637,2,0,1
xxx-muschis.de,1,0,0,4.6520466804504395,22,4.6625776290893555,,,0
xxx-muschis.de,1,1,0,4.6780617237091064,22,4.687697649002075,,,0
xxx-muschis.de,1,0,1,1.6350018978118896,7,1.906372308731079,6,6,0
florenseusa.com,1,0,0,0.6314253807067871,3,0.6325626373291016,,,1
florenseusa.com,1,1,0,0.5880639553070068,3,0.5894229412078857,,,1
florenseusa.com,1,0,1,0.7961821556091309,3,5.803552150726318,1,2,1
